,groupe,subject_id,part,set_number,size,rt,correct,correct_letters,letters_recalled,sim,dist
642,transc,24,sentence-post,,,3757.3099999996,1,,,1.0,0.0
643,transc,24,sentence-post,,,2912.0800000001,1,,,1.0,0.0
644,transc,24,sentence-post,,,4277.7800000003,1,,,1.0,0.0
645,transc,24,sentence-post,,,3454.6750000003,1,,,1.0,0.0
646,transc,24,sentence-post,,,3252.0649999995,1,,,1.0,0.0
647,transc,24,recall-post,6.0,5.0,10227.015,0,RQFJK,RQFK,0.8,0.2
648,transc,28,sentence-pre,,,3306.0,1,,,1.0,0.0
649,transc,28,sentence-pre,,,3884.0,1,,,1.0,0.0
650,transc,28,sentence-pre,,,4508.0,1,,,1.0,0.0
651,transc,28,sentence-pre,,,5698.0,1,,,1.0,0.0
652,transc,28,sentence-pre,,,5643.0,1,,,1.0,0.0
653,transc,28,sentence-pre,,,6511.0,0,,,1.0,0.0
654,transc,28,recall-pre,1.0,6.0,14866.0,0,JFSHQP,JFSLH_,0.5,0.5
655,transc,28,sentence-pre,,,3714.0,1,,,1.0,0.0
656,transc,28,sentence-pre,,,3687.0,1,,,1.0,0.0
657,transc,28,sentence-pre,,,3906.0,0,,,1.0,0.0
658,transc,28,sentence-pre,,,7026.0,1,,,1.0,0.0
659,transc,28,sentence-pre,,,5731.0,1,,,1.0,0.0
660,transc,28,recall-pre,2.0,5.0,10419.0,1,SKYLJ,SKYLJ,1.0,0.0
661,transc,28,sentence-pre,,,6372.0,1,,,1.0,0.0
662,transc,28,sentence-pre,,,5149.0,1,,,1.0,0.0
663,transc,28,sentence-pre,,,4947.0,0,,,1.0,0.0
664,transc,28,sentence-pre,,,3265.0,1,,,1.0,0.0
665,transc,28,sentence-pre,,,4537.0,1,,,1.0,0.0
666,transc,28,sentence-pre,,,3728.0,1,,,1.0,0.0
667,transc,28,recall-pre,3.0,6.0,11044.0,0,KHPFSL,KHFPLS,0.5,0.5
668,transc,28,sentence-pre,,,2204.0,1,,,1.0,0.0
669,transc,28,sentence-pre,,,5174.0,1,,,1.0,0.0
670,transc,28,sentence-pre,,,5013.0,1,,,1.0,0.0
671,transc,28,sentence-pre,,,2613.0,1,,,1.0,0.0
672,transc,28,recall-pre,4.0,4.0,6627.0,0,RSLK,RLSK,0.5,0.5
673,transc,28,sentence-pre,,,3013.0,1,,,1.0,0.0
674,transc,28,sentence-pre,,,2750.0,1,,,1.0,0.0
675,transc,28,sentence-pre,,,4615.0,1,,,1.0,0.0
676,transc,28,sentence-pre,,,5960.0,1,,,1.0,0.0
677,transc,28,sentence-pre,,,4264.0,1,,,1.0,0.0
678,transc,28,recall-pre,5.0,5.0,17907.0,0,JNQSY,JL__Y,0.4,0.6
679,transc,28,sentence-pre,,,4956.0,1,,,1.0,0.0
680,transc,28,sentence-pre,,,4991.0,1,,,1.0,0.0
681,transc,28,sentence-pre,,,3272.0,1,,,1.0,0.0
682,transc,28,sentence-pre,,,3673.0,1,,,1.0,0.0
683,transc,28,recall-pre,6.0,4.0,5077.0,1,JYHS,JYHS,1.0,0.0
684,transc,28,sentence-post,,,3632.0,1,,,1.0,0.0
685,transc,28,sentence-post,,,3858.0,1,,,1.0,0.0
686,transc,28,sentence-post,,,3968.0,1,,,1.0,0.0
687,transc,28,sentence-post,,,3957.0,1,,,1.0,0.0
688,transc,28,sentence-post,,,4015.0,1,,,1.0,0.0
689,transc,28,sentence-post,,,4449.0,1,,,1.0,0.0
690,transc,28,recall-post,1.0,6.0,6149.0,1,PLHQFJ,PLHQFJ,1.0,0.0
691,transc,28,sentence-post,,,4749.0,1,,,1.0,0.0
692,transc,28,sentence-post,,,5709.0,0,,,1.0,0.0
693,transc,28,sentence-post,,,3417.0,0,,,1.0,0.0
694,transc,28,sentence-post,,,3846.0,1,,,1.0,0.0
695,transc,28,recall-post,2.0,4.0,4913.0,0,NTFL,FTFL,0.75,0.25
696,transc,28,sentence-post,,,3245.0,1,,,1.0,0.0
697,transc,28,sentence-post,,,4844.0,1,,,1.0,0.0
698,transc,28,sentence-post,,,4420.0,1,,,1.0,0.0
699,transc,28,sentence-post,,,3178.0,1,,,1.0,0.0
700,transc,28,sentence-post,,,3783.0,1,,,1.0,0.0
701,transc,28,sentence-post,,,2928.0,1,,,1.0,0.0
702,transc,28,recall-post,3.0,6.0,5708.0,0,NQPRYL,FQPRY,0.6666666666666667,0.3333333333333333
703,transc,28,sentence-post,,,2612.0,1,,,1.0,0.0
704,transc,28,sentence-post,,,4976.0,1,,,1.0,0.0
705,transc,28,sentence-post,,,4019.0,1,,,1.0,0.0
706,transc,28,sentence-post,,,3703.0,1,,,1.0,0.0
707,transc,28,sentence-post,,,6614.0,1,,,1.0,0.0
708,transc,28,recall-post,4.0,5.0,8530.0,0,QKNHL,QKL_H,0.4,0.6
709,transc,28,sentence-post,,,2933.0,1,,,1.0,0.0
710,transc,28,sentence-post,,,3217.0,1,,,1.0,0.0
711,transc,28,sentence-post,,,3819.0,1,,,1.0,0.0
712,transc,28,sentence-post,,,3013.0,1,,,1.0,0.0
713,transc,28,sentence-post,,,4676.0,1,,,1.0,0.0
714,transc,28,recall-post,5.0,5.0,22501.0,0,HJQFK,HJKQK,0.6,0.4
715,transc,28,sentence-post,,,4004.0,1,,,1.0,0.0
716,transc,28,sentence-post,,,4609.0,1,,,1.0,0.0
717,transc,28,sentence-post,,,2521.0,1,,,1.0,0.0
718,transc,28,sentence-post,,,3174.0,1,,,1.0,0.0
719,transc,28,recall-post,6.0,4.0,5602.0,1,TRYS,TRYS,1.0,0.0
720,transc,22,sentence-pre,,,,0,,,1.0,0.0
721,transc,22,sentence-pre,,,,0,,,1.0,0.0
722,transc,22,sentence-pre,,,5671.4050000301,1,,,1.0,0.0
723,transc,22,sentence-pre,,,7089.0500000096,1,,,1.0,0.0
724,transc,22,recall-pre,1.0,4.0,7334.4350000261,0,STJL,LTJT,0.5,0.5
725,transc,22,sentence-pre,,,4877.9250000371,1,,,1.0,0.0
726,transc,22,sentence-pre,,,7631.7449999624,1,,,1.0,0.0
727,transc,22,sentence-pre,,,5360.2299999911,1,,,1.0,0.0
728,transc,22,sentence-pre,,,5904.9450000166,1,,,1.0,0.0
729,transc,22,sentence-pre,,,5609.9899999681,0,,,1.0,0.0
730,transc,22,sentence-pre,,,6412.87499998,1,,,1.0,0.0
731,transc,22,recall-pre,2.0,6.0,16083.880000049,0,NHLTPJ,____J,0.16666666666666663,0.8333333333333334
732,transc,22,sentence-pre,,,3524.2849999922,1,,,1.0,0.0
733,transc,22,sentence-pre,,,4572.7699999698,1,,,1.0,0.0
734,transc,22,sentence-pre,,,5428.0649999855,1,,,1.0,0.0
735,transc,22,sentence-pre,,,5021.5600000229,0,,,1.0,0.0
736,transc,22,sentence-pre,,,5580.4549999884,1,,,1.0,0.0
737,transc,22,recall-pre,3.0,5.0,8220.0650000013,1,JRLYH,JRLYH,1.0,0.0
738,transc,22,sentence-pre,,,4539.0500000212,1,,,1.0,0.0
739,transc,22,sentence-pre,,,3743.9149999991,1,,,1.0,0.0
740,transc,22,sentence-pre,,,2990.4700000188,1,,,1.0,0.0
741,transc,22,sentence-pre,,,5471.2700000382,1,,,1.0,0.0
742,transc,22,sentence-pre,,,3701.5949999914,1,,,1.0,0.0
743,transc,22,sentence-pre,,,7814.795000013,1,,,1.0,0.0
744,transc,22,recall-pre,4.0,6.0,17301.890000002,1,LHYRJT,LHYRJT,1.0,0.0
745,transc,22,sentence-pre,,,5797.5650000153,1,,,1.0,0.0
746,transc,22,sentence-pre,,,5922.2300000256,1,,,1.0,0.0
747,transc,22,sentence-pre,,,5280.4950000136,1,,,1.0,0.0
748,transc,22,sentence-pre,,,6088.3999999496,0,,,1.0,0.0
749,transc,22,recall-pre,5.0,4.0,7918.0949999718,1,LRNS,LRNS,1.0,0.0
750,transc,22,sentence-pre,,,4495.820000011,1,,,1.0,0.0
751,transc,22,sentence-pre,,,6274.4550000061,1,,,1.0,0.0
752,transc,22,sentence-pre,,,4380.3900000057,1,,,1.0,0.0
753,transc,22,sentence-pre,,,4033.0249999533,1,,,1.0,0.0
754,transc,22,sentence-pre,,,3816.2149999989,1,,,1.0,0.0
755,transc,22,recall-pre,6.0,5.0,7750.9849999915,1,SQPTL,SQPTL,1.0,0.0
756,transc,22,sentence-post,,,3943.5449999874,1,,,1.0,0.0
757,transc,22,sentence-post,,,5434.0849999571,1,,,1.0,0.0
758,transc,22,sentence-post,,,3266.3899999461,1,,,1.0,0.0
759,transc,22,sentence-post,,,3375.8099999977,1,,,1.0,0.0
760,transc,22,sentence-post,,,3598.9050000207,1,,,1.0,0.0
761,transc,22,recall-post,1.0,5.0,9393.8049999997,1,JRYPK,JRYPK,1.0,0.0
762,transc,22,sentence-post,,,3695.0499999803,1,,,1.0,0.0
763,transc,22,sentence-post,,,3780.2050000173,1,,,1.0,0.0
764,transc,22,sentence-post,,,4846.1249999818,1,,,1.0,0.0
765,transc,22,sentence-post,,,5309.4249999849,0,,,1.0,0.0
766,transc,22,recall-post,2.0,4.0,12047.974999994,0,JPYR,JP_R,0.75,0.25
767,transc,22,sentence-post,,,5122.7600000566,1,,,1.0,0.0
768,transc,22,sentence-post,,,4581.6399999894,1,,,1.0,0.0
769,transc,22,sentence-post,,,4794.4449999486,1,,,1.0,0.0
770,transc,22,sentence-post,,,4883.8499999838,1,,,1.0,0.0
771,transc,22,sentence-post,,,5824.6250000084,1,,,1.0,0.0
772,transc,22,sentence-post,,,4177.2699999856,1,,,1.0,0.0
773,transc,22,recall-post,3.0,6.0,9962.4949999852,1,NKJSPT,NKJSPT,1.0,0.0
774,transc,22,sentence-post,,,3805.1950000226,1,,,1.0,0.0
775,transc,22,sentence-post,,,4334.4550000038,1,,,1.0,0.0
776,transc,22,sentence-post,,,4383.4350000252,1,,,1.0,0.0
777,transc,22,sentence-post,,,4171.5800000238,1,,,1.0,0.0
778,transc,22,recall-post,4.0,4.0,7924.4250000338,1,NTHL,NTHL,1.0,0.0
779,transc,22,sentence-post,,,4643.8950000447,1,,,1.0,0.0
780,transc,22,sentence-post,,,4288.3349999902,1,,,1.0,0.0
781,transc,22,sentence-post,,,3523.659999948,1,,,1.0,0.0
782,transc,22,sentence-post,,,4157.0900000515,1,,,1.0,0.0
783,transc,22,sentence-post,,,5897.3349999869,1,,,1.0,0.0
784,transc,22,sentence-post,,,4237.0000000228,1,,,1.0,0.0
785,transc,22,recall-post,5.0,6.0,8775.8599999943,1,NYKRQT,NYKRQT,1.0,0.0
786,transc,22,sentence-post,,,3976.9649999798,1,,,1.0,0.0
787,transc,22,sentence-post,,,2606.145000027,1,,,1.0,0.0
788,transc,22,sentence-post,,,4731.3250000007,1,,,1.0,0.0
789,transc,22,sentence-post,,,2595.4400000046,1,,,1.0,0.0
790,transc,22,sentence-post,,,7793.9650000189,1,,,1.0,0.0
791,transc,22,recall-post,6.0,5.0,8292.8299999912,1,RJNYK,RJNYK,1.0,0.0
792,transc,26,sentence-pre,,,4625.8450000023,1,,,1.0,0.0
793,transc,26,sentence-pre,,,4005.4550000059,1,,,1.0,0.0
794,transc,26,sentence-pre,,,4284.9950000018,1,,,1.0,0.0
795,transc,26,sentence-pre,,,8705.5499999988,1,,,1.0,0.0
796,transc,26,sentence-pre,,,6386.6600000038,1,,,1.0,0.0
797,transc,26,sentence-pre,,,9709.3899999963,1,,,1.0,0.0
798,transc,26,recall-pre,1.0,6.0,10541.194999998,0,JYPHSL,JYPHS,0.8333333333333334,0.16666666666666666
799,transc,26,sentence-pre,,,6614.1399999979,1,,,1.0,0.0
800,transc,26,sentence-pre,,,4723.6899999989,0,,,1.0,0.0
801,transc,26,sentence-pre,,,6773.3700000026,1,,,1.0,0.0
802,transc,26,sentence-pre,,,3776.9050000061,1,,,1.0,0.0
803,transc,26,recall-pre,2.0,4.0,8601.0349999997,1,SNLT,SNLT,1.0,0.0
804,transc,26,sentence-pre,,,6839.2499999973,1,,,1.0,0.0
805,transc,26,sentence-pre,,,5663.6450000005,1,,,1.0,0.0
806,transc,26,sentence-pre,,,3867.7549999993,1,,,1.0,0.0
807,transc,26,sentence-pre,,,7688.1100000028,0,,,1.0,0.0
808,transc,26,sentence-pre,,,5890.9050000002,1,,,1.0,0.0
809,transc,26,recall-pre,3.0,5.0,9757.9550000009,1,TQSJN,TQSJN,1.0,0.0
810,transc,26,sentence-pre,,,4908.6349999998,1,,,1.0,0.0
811,transc,26,sentence-pre,,,4532.3849999986,1,,,1.0,0.0
812,transc,26,sentence-pre,,,3682.1199999977,1,,,1.0,0.0
813,transc,26,sentence-pre,,,8452.3850000041,1,,,1.0,0.0
814,transc,26,recall-pre,4.0,4.0,7935.9100000001,1,PNYH,PNYH,1.0,0.0
815,transc,26,sentence-pre,,,4793.1399999943,1,,,1.0,0.0
816,transc,26,sentence-pre,,,5339.6549999961,1,,,1.0,0.0
817,transc,26,sentence-pre,,,9853.0099999989,1,,,1.0,0.0
818,transc,26,sentence-pre,,,6491.0300000047,1,,,1.0,0.0
819,transc,26,sentence-pre,,,4756.4250000069,1,,,1.0,0.0
820,transc,26,sentence-pre,,,7892.1400000036,1,,,1.0,0.0
821,transc,26,recall-pre,5.0,6.0,12062.915000002,1,RHSFTQ,RHSFTQ,1.0,0.0
822,transc,26,sentence-pre,,,5031.9449999952,1,,,1.0,0.0
823,transc,26,sentence-pre,,,4366.399999999,1,,,1.0,0.0
824,transc,26,sentence-pre,,,5013.6950000015,1,,,1.0,0.0
825,transc,26,sentence-pre,,,4053.0249999938,1,,,1.0,0.0
826,transc,26,sentence-pre,,,4305.6699999943,1,,,1.0,0.0
827,transc,26,recall-pre,6.0,5.0,8582.5199999963,1,YLJFK,YLJFK,1.0,0.0
828,transc,26,sentence-post,,,4470.7049999996,1,,,1.0,0.0
829,transc,26,sentence-post,,,3853.7700000019,1,,,1.0,0.0
830,transc,26,sentence-post,,,4153.0799999963,1,,,1.0,0.0
831,transc,26,sentence-post,,,5299.1049999981,1,,,1.0,0.0
832,transc,26,recall-post,1.0,4.0,7050.5100000012,1,NKYF,NKYF,1.0,0.0
833,transc,26,sentence-post,,,6061.2449999973,1,,,1.0,0.0
834,transc,26,sentence-post,,,5699.4549999945,1,,,1.0,0.0
835,transc,26,sentence-post,,,6044.3800000064,0,,,1.0,0.0
836,transc,26,sentence-post,,,5755.0000000047,1,,,1.0,0.0
837,transc,26,sentence-post,,,7300.1700000023,1,,,1.0,0.0
838,transc,26,recall-post,2.0,5.0,12365.48,1,JSYLT,JSYLT,1.0,0.0
839,transc,26,sentence-post,,,5095.9700000021,1,,,1.0,0.0
840,transc,26,sentence-post,,,3714.4550000015,1,,,1.0,0.0
841,transc,26,sentence-post,,,3573.7749999971,1,,,1.0,0.0
842,transc,26,sentence-post,,,5296.6049999958,1,,,1.0,0.0
843,transc,26,sentence-post,,,4946.6599999941,1,,,1.0,0.0
844,transc,26,recall-post,3.0,5.0,10418.640000004,1,PJNSY,PJNSY,1.0,0.0
845,transc,26,sentence-post,,,3238.4400000009,1,,,1.0,0.0
846,transc,26,sentence-post,,,3599.7050000005,1,,,1.0,0.0
847,transc,26,sentence-post,,,3536.4100000006,1,,,1.0,0.0
848,transc,26,sentence-post,,,4234.4900000026,1,,,1.0,0.0
849,transc,26,sentence-post,,,3491.5449999971,1,,,1.0,0.0
850,transc,26,sentence-post,,,4347.7949999943,1,,,1.0,0.0
851,transc,26,recall-post,4.0,6.0,12035.489999995,1,LYJTNR,LYJTNR,1.0,0.0
852,transc,26,sentence-post,,,3647.9449999966,1,,,1.0,0.0
853,transc,26,sentence-post,,,3475.4799999939,1,,,1.0,0.0
854,transc,26,sentence-post,,,4386.2799999984,1,,,1.0,0.0
855,transc,26,sentence-post,,,3657.3599999971,1,,,1.0,0.0
856,transc,26,sentence-post,,,5963.9250000035,1,,,1.0,0.0
857,transc,26,sentence-post,,,2947.5200000014,1,,,1.0,0.0
858,transc,26,recall-post,5.0,6.0,14946.454999997,1,JNYKQH,JNYKQH,1.0,0.0
859,transc,26,sentence-post,,,3377.2400000016,1,,,1.0,0.0
860,transc,26,sentence-post,,,4624.809999994,1,,,1.0,0.0
861,transc,26,sentence-post,,,3319.3750000065,1,,,1.0,0.0
862,transc,26,sentence-post,,,4982.1299999966,1,,,1.0,0.0
863,transc,26,recall-post,6.0,4.0,11061.419999998,1,SYFN,SYFN,1.0,0.0
864,control,29,sentence-pre,,,3519.1899999991,1,,,1.0,0.0
865,control,29,sentence-pre,,,5253.810000002,1,,,1.0,0.0
866,control,29,sentence-pre,,,4641.4049999948,1,,,1.0,0.0
867,control,29,sentence-pre,,,4799.3399999978,1,,,1.0,0.0
868,control,29,recall-pre,1.0,4.0,7290.4349999953,1,KJRT,KJRT,1.0,0.0
869,control,29,sentence-pre,,,3383.8849999956,1,,,1.0,0.0
870,control,29,sentence-pre,,,4667.2400000025,0,,,1.0,0.0
871,control,29,sentence-pre,,,3773.9299999957,1,,,1.0,0.0
872,control,29,sentence-pre,,,5038.1450000059,0,,,1.0,0.0
873,control,29,sentence-pre,,,5595.7999999955,1,,,1.0,0.0
874,control,29,sentence-pre,,,6348.8050000014,1,,,1.0,0.0
875,control,29,recall-pre,2.0,6.0,10386.420000003,1,FLJPTQ,FLJPTQ,1.0,0.0
876,control,29,sentence-pre,,,3052.1100000042,1,,,1.0,0.0
877,control,29,sentence-pre,,,4858.7800000023,0,,,1.0,0.0
878,control,29,sentence-pre,,,4563.645000002,1,,,1.0,0.0
879,control,29,sentence-pre,,,5022.3000000042,0,,,1.0,0.0
880,control,29,sentence-pre,,,5392.9450000069,1,,,1.0,0.0
881,control,29,recall-pre,3.0,5.0,8235.8600000007,1,PSRJF,PSRJF,1.0,0.0
882,control,29,sentence-pre,,,5617.3199999976,1,,,1.0,0.0
883,control,29,sentence-pre,,,4578.9049999948,1,,,1.0,0.0
884,control,29,sentence-pre,,,4704.4949999981,1,,,1.0,0.0
885,control,29,sentence-pre,,,3965.5800000037,1,,,1.0,0.0
886,control,29,sentence-pre,,,4140.9550000026,1,,,1.0,0.0
887,control,29,recall-pre,4.0,5.0,8288.5100000058,1,NSTKJ,NSTKJ,1.0,0.0
888,control,29,sentence-pre,,,4028.8,1,,,1.0,0.0
889,control,29,sentence-pre,,,6726.6349999991,1,,,1.0,0.0
890,control,29,sentence-pre,,,5859.4649999941,1,,,1.0,0.0
891,control,29,sentence-pre,,,7127.5249999962,1,,,1.0,0.0
892,control,29,sentence-pre,,,,0,,,1.0,0.0
893,control,29,sentence-pre,,,4454.310000001,1,,,1.0,0.0
894,control,29,recall-pre,5.0,6.0,58226.085000002,0,HYSTJR,HJPRY,0.16666666666666663,0.8333333333333334
895,control,29,sentence-pre,,,5916.1850000019,0,,,1.0,0.0
896,control,29,sentence-pre,,,6465.670000005,1,,,1.0,0.0
897,control,29,sentence-pre,,,4749.6800000008,1,,,1.0,0.0
898,control,29,sentence-pre,,,5225.8000000002,1,,,1.0,0.0
899,control,29,recall-pre,6.0,4.0,8926.9599999971,1,HLKN,HLKN,1.0,0.0
900,control,29,sentence-post,,,5985.6199999996,1,,,1.0,0.0
901,control,29,sentence-post,,,4439.9600000032,1,,,1.0,0.0
902,control,29,sentence-post,,,5750.1849999973,1,,,1.0,0.0
903,control,29,sentence-post,,,6589.0050000013,1,,,1.0,0.0
904,control,29,recall-post,1.0,4.0,9267.6999999969,1,JNSL,JNSL,1.0,0.0
905,control,29,sentence-post,,,3768.4550000047,1,,,1.0,0.0
906,control,29,sentence-post,,,4251.5049999999,1,,,1.0,0.0
907,control,29,sentence-post,,,4290.7749999943,0,,,1.0,0.0
908,control,29,sentence-post,,,5912.6050000051,1,,,1.0,0.0
909,control,29,recall-post,2.0,4.0,8087.339999998,0,RYNT,YRYNT,0.8,0.2
910,control,29,sentence-post,,,4263.5049999952,1,,,1.0,0.0
911,control,29,sentence-post,,,4350.2399999998,1,,,1.0,0.0
912,control,29,sentence-post,,,3510.79,1,,,1.0,0.0
913,control,29,sentence-post,,,4173.0150000001,1,,,1.0,0.0
914,control,29,sentence-post,,,5000.2899999963,1,,,1.0,0.0
915,control,29,sentence-post,,,3854.6500000013,1,,,1.0,0.0
916,control,29,recall-post,3.0,6.0,15662.329999999,0,PKQNJR,PKQNR,0.8333333333333334,0.16666666666666666
917,control,29,sentence-post,,,3749.3949999991,1,,,1.0,0.0
918,control,29,sentence-post,,,2897.0550000011,1,,,1.0,0.0
919,control,29,sentence-post,,,4708.4899999974,1,,,1.0,0.0
920,control,29,sentence-post,,,5775.855,0,,,1.0,0.0
921,control,29,sentence-post,,,4775.2749999999,1,,,1.0,0.0
922,control,29,sentence-post,,,5133.759999997,1,,,1.0,0.0
923,control,29,recall-post,4.0,6.0,8697.0900000017,0,QHLPFY,QHFLPY,0.6666666666666667,0.3333333333333333
924,control,29,sentence-post,,,4417.0100000049,1,,,1.0,0.0
925,control,29,sentence-post,,,4002.2150000003,1,,,1.0,0.0
926,control,29,sentence-post,,,5121.8599999989,1,,,1.0,0.0
927,control,29,sentence-post,,,3433.2949999953,1,,,1.0,0.0
928,control,29,sentence-post,,,5027.9549999977,1,,,1.0,0.0
929,control,29,recall-post,5.0,5.0,9020.6249999977,1,YRQFS,YRQFS,1.0,0.0
930,control,29,sentence-post,,,3648.1700000004,1,,,1.0,0.0
931,control,29,sentence-post,,,4163.3799999985,1,,,1.0,0.0
932,control,29,sentence-post,,,4299.3649999993,1,,,1.0,0.0
933,control,29,sentence-post,,,2561.6149999984,1,,,1.0,0.0
934,control,29,sentence-post,,,5555.5049999966,1,,,1.0,0.0
935,control,29,recall-post,6.0,5.0,7332.1399999987,1,RHQSP,RHQSP,1.0,0.0
936,control,32,sentence-pre,,,4598.0,1,,,1.0,0.0
937,control,32,sentence-pre,,,6234.0,1,,,1.0,0.0
938,control,32,sentence-pre,,,5975.0,1,,,1.0,0.0
939,control,32,sentence-pre,,,3816.0,1,,,1.0,0.0
940,control,32,sentence-pre,,,6661.0,1,,,1.0,0.0
941,control,32,recall-pre,1.0,5.0,6005.0,1,FLRTP,FLRTP,1.0,0.0
942,control,32,sentence-pre,,,5773.0,1,,,1.0,0.0
943,control,32,sentence-pre,,,3974.0,1,,,1.0,0.0
944,control,32,sentence-pre,,,7078.0,1,,,1.0,0.0
945,control,32,sentence-pre,,,4691.0,1,,,1.0,0.0
946,control,32,recall-pre,2.0,4.0,6531.0,1,RNSF,RNSF,1.0,0.0
947,control,32,sentence-pre,,,5585.0,1,,,1.0,0.0
948,control,32,sentence-pre,,,5593.0,1,,,1.0,0.0
949,control,32,sentence-pre,,,4896.0,1,,,1.0,0.0
950,control,32,sentence-pre,,,5346.0,1,,,1.0,0.0
951,control,32,recall-pre,3.0,4.0,5228.0,1,KHRF,KHRF,1.0,0.0
952,control,32,sentence-pre,,,5335.0,0,,,1.0,0.0
953,control,32,sentence-pre,,,4333.0,1,,,1.0,0.0
954,control,32,sentence-pre,,,4963.0,1,,,1.0,0.0
955,control,32,sentence-pre,,,4445.0,1,,,1.0,0.0
956,control,32,sentence-pre,,,4423.0,1,,,1.0,0.0
957,control,32,sentence-pre,,,5661.0,1,,,1.0,0.0
958,control,32,recall-pre,4.0,6.0,6203.0,1,HYLNJK,HYLNJK,1.0,0.0
959,control,32,sentence-pre,,,4338.0,1,,,1.0,0.0
960,control,32,sentence-pre,,,6651.0,0,,,1.0,0.0
961,control,32,sentence-pre,,,5074.0,1,,,1.0,0.0
962,control,32,sentence-pre,,,4175.0,1,,,1.0,0.0
963,control,32,sentence-pre,,,5784.0,1,,,1.0,0.0
